node_uuid,ispartof,ismemberof,type,label,description,website_url,creator_lod,issue_info,date_created,date_published,publisher,interviewee,interviewer,duration,language,owner,local_identifier,rights,rights_statements,subject_loc,subject_lcnaf_corporate_names,subject_lcnaf_geographic_names,subject_lcgft_terms,subjects_local,term_aat_getty,subject_wikidata,geographic_location,images,documents,audios,videos,model,upload_associated_warcs
56dd6d6e-c4ae-4292-869f-b8cc43f60e37,,2,WebPage,Retro Grinnell Web Site,This is a WARC capture of http://retro.grinnell.edu from 03-Aug-2016.,http://retro.grinnell.edu/,"[{""name_uri"":""http://id.loc.gov/vocabulary/organizations/iagg"",""role_uri"":""http://id.loc.gov/vocabulary/relators/cre"",""agent_type"":""corporate"",""name_label"":""Grinnell College"",""role_label"":""Creator""}]",,2016-08-03,2020-07-08,,,,,English,Grinnell College,grinnell:17289,,In Copyright - Educational Use Permitted,"[{""uri"":""http://id.loc.gov/authorities/subjects/sh2007000528"",""label"":""Web archiving""}]",,,,,,,"{""lat"":""41.75111985"",""lng"":""-92.719848632786"",""city"":""Grinnell"",""state"":""Iowa"",""value"":""Grinnell College, 1115, 8th Avenue, Willows Mobile Home Court, Grinnell, Poweshiek County, Iowa, 50112, United States of America"",""county"":""Poweshiek County"",""osm_id"":""26303677"",""country"":""United States of America"",""category"":""amenity"",""locality"":""Willows Mobile Home Court"",""osm_type"":""way"",""postcode"":""50112"",""country_code"":""us"",""display_name"":""Grinnell College, 1115, 8th Avenue, Willows Mobile Home Court, Grinnell, Poweshiek County, Iowa, 50112, United States of America"",""neighbourhood"":"""",""state_district"":""""}",https://archipelago.nyc/do/354/iiif/061b2da8-4232-40a6-8d29-0910069ed5bd/full/full/0/retro_grinnel_screenshot_0.jpg,,,,,https://archipelago.nyc/do/354/iiif/7a9a9f2d-9e3c-4dfb-a48e-04a3e801803e/full/full/0/WARC_0.warc
46877d96-718f-4b5c-ad89-c96b826ac1a7,,2,AudioObject,Pablo Neruda's Historic First Reading in the US (1966),"""Few public figures of the 20th century are as dear to the hearts and minds of Latin America as Chilean poet Neftali Ricardo Reyes Basoalto — AKA Pablo Neruda. He became famous for his writing before he was 20 years old and he won the Nobel Prize for Literature in 1971. In between, he wrote surrealist poems, Whitmanesque epics and political manifestos. Fellow Nobel Prize winner Gabriel García Marquez called him “the greatest poet of the 20th century in any language.” -full description available at: https://www.openculture.com/2014/06/pablo-nerudas-historic-first-reading-in-the-us-1966.html",,"[{""name_uri"":""http://id.loc.gov/authorities/names/n79046560"",""role_uri"":""http://id.loc.gov/vocabulary/relators/aut"",""agent_type"":""personal"",""name_label"":""Neruda, Pablo, 1904-1973"",""role_label"":""Author""}]",,1966-06-11,2014-06-10,,,,,Spanish,92nd Street Y,,,In Copyright - Educational Use Permitted,"[{""uri"":""http://id.loc.gov/authorities/subjects/sh85103774"",""label"":""Poets, Chilean""},{""uri"":""http://id.loc.gov/authorities/subjects/sh85103704"",""label"":""Poetry""}]",,,,,,"[{""uri"":""http://www.wikidata.org/entity/Q7207537"",""label"":""poetry reading""}]","{""lat"":""40.7830439"",""lng"":""-73.9527658"",""city"":""New York"",""state"":""New York"",""value"":""92nd Street Y, 1395, Lexington Avenue, Carnegie Hill, Manhattan Community Board 8, Manhattan, New York County, New York, 10128, United States"",""county"":""New York County"",""osm_id"":""3729655969"",""country"":""United States"",""category"":""amenity"",""locality"":"""",""osm_type"":""node"",""postcode"":""10128"",""country_code"":""us"",""display_name"":""92nd Street Y, 1395, Lexington Avenue, Carnegie Hill, Manhattan Community Board 8, Manhattan, New York County, New York, 10128, United States"",""neighbourhood"":""Manhattan"",""state_district"":""""}",https://archipelago.nyc/do/355/iiif/c5bb59fb-565d-420e-b074-0a16fb0e4f1b/full/full/0/Pablo_Neruda_1963.jpg,,https://archipelago.nyc/do/355/iiif/35fcd61f-d713-42a0-aab0-2116c6d1c3c2/full/full/0/92YNeruda7575.mp3,,,
d431087d-145f-46b3-a564-fee34bc17f7f,,2,PublicationIssue,"Mechanics' Institute Quarterly, Vol. 2 No. 2","Vol. 2, No. 2. issue of Mechanics Institute Quarterly published in December, 1913.",,"[{""name_uri"":""http://id.loc.gov/authorities/names/n87804876"",""role_uri"":""http://id.loc.gov/vocabulary/relators/cre"",""agent_type"":""corporate"",""name_label"":""General Society of Mechanics and Tradesmen of the City of New York"",""role_label"":""Creator""}]","[{""issue"":""2"",""volume"":""2"",""general_issue"":""""}]",1913-01-01,,General Society of Mechanics and Tradesmen of the City of New York,,,,English,"The General Society of Mechanics and Tradesmen, Archives",gsmt_icc_031,Creative Commons Public Domain Mark 1.0 - for more info see http://creativecommons.org/publicdomain/mark/1.0/,No Copyright - United States,"[{""uri"":""http://id.loc.gov/authorities/subjects/sh85082772"",""label"":""Mechanics' institutes""}]","[{""uri"":""http://id.loc.gov/authorities/names/n87804876"",""label"":""General Society of Mechanics and Tradesmen of the City of New York""}]","[{""uri"": ""http:\/\/id.loc.gov\/authorities\/names\/n79007751"",""label"": ""New York (N.Y.)""}]",,,,,"{""lat"":""40.7550029375"",""lng"":""-73.980684375"",""city"":""New York"",""state"":""New York"",""value"":""20, West 44th Street, Midtown, Manhattan Community Board 5, Manhattan, New York County, New York, 10036, United States"",""county"":""New York County"",""osm_id"":""464515890"",""country"":""United States"",""category"":""place"",""locality"":"""",""osm_type"":""way"",""postcode"":""10036"",""country_code"":""us"",""display_name"":""20, West 44th Street, Midtown, Manhattan Community Board 5, Manhattan, New York County, New York, 10036, United States"",""neighbourhood"":""Manhattan"",""state_district"":""""}",,http://dcmny.org/islandora/object/gsmt%3A704/datastream/PDF/view,,,,
8e4425fe-50b4-45e1-98fd-5efcf90743b6,,2,Panorama,Strawberry Field at Thorpes Organic Family Farm,"Strawberry field at Thorpes Organic Family Farm in Wales, NY. Image depicts late-season strawberry ""u-pick"" fields on a late July evening, 2020.",,,,2020-07-02,,,,,,,,,,,"[{""uri"":""http://id.loc.gov/authorities/subjects/sh85128547"",""label"":""Strawberries""},{""uri"":""http://id.loc.gov/authorities/subjects/sh2010104552"",""label"":""Organic farming--United States""}]",,,,,,"[{""uri"":""http://www.wikidata.org/entity/Q745"",""label"":""strawberries""},{""uri"":""http://www.wikidata.org/entity/Q165647"",""label"":""organic agriculture""}]","{""lat"":""42.7548995"",""lng"":""-78.509949335884"",""city"":""Wales"",""state"":""New York"",""value"":""12803, Strykersville Road, Wales Hollow, East Aurora, Wales, Erie, New York, 14052, United States"",""county"":""Erie"",""osm_id"":""832821058"",""country"":""United States"",""category"":""building"",""locality"":""Wales Hollow"",""osm_type"":""way"",""postcode"":""14052"",""country_code"":""us"",""display_name"":""12803, Strykersville Road, Wales Hollow, East Aurora, Wales, Erie, New York, 14052, United States"",""neighbourhood"":"""",""state_district"":""""}",https://archipelago.nyc/do/358/iiif/2ad9d4a1-9dde-4ce2-9079-5f4bdded5a6a/full/full/0/strawberryfield.jpeg,,,,,
889382f4-eddb-4965-b80e-c66732f4b225,,2,Conversation,Helen Sheppard Oral History Interview (Excerpt),"Helen Sheppard discusses her life story, touching on her childhood in London during World War II, her relationship with her husband Harry, their emigration to Canada and the United States, and Helen's personal interests in theater and books.",,,,2017-01-18,,,Helen Sheppard,Elizabeth Weinstein,"1 minute, 10 seconds",English,Community Library of DeWitt & Jamesville,,,In Copyright - Educational Use Permitted,"[{""uri"": ""http://id.loc.gov/authorities/subjects/sh99004940"",""label"": ""Childhood and youth""},{""uri"": ""http://id.loc.gov/authorities/subjects/sh85145114"",""label"": ""War""}]",,,,,,,,https://archipelago.nyc/do/359/iiif/5631f1da-1506-40a6-807b-a20bd3bd6ac7/full/full/0/2017-01-18-Helen.Sheppard-Portrait.JPG,https://archipelago.nyc/do/359/iiif/d1756a9f-a29d-4c9f-b2cc-e0bc40769588/full/full/0/2017-01-18-Helen.Sheppard-Transcript.pdf,https://archipelago.nyc/do/359/iiif/3910c486-9ec4-437c-a333-217df052562e/full/full/0/2017-01-18-HelenSheppard_excerpt.mp3,,,
45b53bc5-4a82-4076-a767-00b50363eb00,,,Collection,"Archipelago Demo Collection 2: Selections from New-York Historical Society, Photographs of New York City and Beyond","This collection includes over 30,000 photographic prints and negatives depicting New York City in the late nineteenth and early twentieth centuries.The extensive photograph collections at the New-York Historical Society are particularly strong in portraits and documentary images of New York-area buildings and street scenes from 1839 to 1945, although contemporary photography continues to be collected.",,"[{""name_uri"":"""",""role_uri"":""http://id.loc.gov/vocabulary/relators/pht"",""agent_type"":""personal"",""name_label"":""Stonebridge, George Ehler"",""role_label"":""Photographer""}]",,,,,,,,English,New York Historical Society,,"This digital images in this collection may be used for educational or scholarly purposes without restriction. Commercial and other uses of the item are prohibited without prior written permission from the New-York Historical Society. For more information, please visit the New-York Historical Society's Rights and Reproductions Department web page at http://www.nyhistory.org/about/rights-reproductions",In Copyright - Educational Use Permitted,,,"[{""uri"": ""http:\/\/id.loc.gov\/authorities\/names\/n81059724"",""label"": ""Bronx (New York, N.Y.)""},{""uri"": ""http:\/\/id.loc.gov\/authorities\/names\/n79007751"",""label"": ""New York (N.Y.)""}]","[{""uri"": ""http:\/\/id.loc.gov\/authorities\/genreForms\/gf2017027249"",""label"": ""Photographs""}]",,,,,,,,,,
7c220a11-81b7-4291-8452-1a97910c24da,,17,Photograph,"West side of Fifth Avenue, looking north from 42nd Street, New York, 1914.",William J. Roege was a photographer and resident of New Jersey. Digitzed by New-York Historical Society.,,"[{""name_uri"":"""",""role_uri"":""http://id.loc.gov/vocabulary/relators/pht"",""agent_type"":""personal"",""name_label"":""Roege, William J., 1893-1970"",""role_label"":""Photographer""},{""name_uri"":"""",""role_uri"":""http://id.loc.gov/vocabulary/relators/ctb"",""agent_type"":""corporate"",""name_label"":""American Studio (New York, N.Y.)"",""role_label"":""Contributor""},{""name_uri"":"""",""role_uri"":""http://id.loc.gov/vocabulary/relators/ctb"",""agent_type"":""corporate"",""name_label"":""Boyette (Firm)"",""role_label"":""Contributor""},{""name_uri"":"""",""role_uri"":""http://id.loc.gov/vocabulary/relators/ctb"",""agent_type"":""corporate"",""name_label"":""Klein Brothers Studio (New York, N.Y.)"",""role_label"":""Contributor""}]",,1914-01-01,,,,,,English,"New-York Historical Society, 170 Central Park West, New York, NY 10024, 212-873-3400.",nyhs_PR181_b-11_9288-01.jpg,This digital image may be used for educational or scholarly purposes without restriction. Commercial and other uses of the item are prohibited without prior written permission from the New-York Historical Society. Please visit the New-York Historical Society's Rights and Reproductions Department web page at http://www.nyhistory.org/about/rights-reproductions for more information.,In Copyright - Educational Use Permitted,"[{""uri"":""http://id.loc.gov/authorities/subjects/sh85101268"",""label"":""Architectural photography""}]",,"[{""uri"":""http://id.loc.gov/authorities/subjects/sh90003720"",""label"":""Fifth Avenue (New York, N.Y.)""},{""uri"":""http://id.loc.gov/authorities/names/n79007751"",""label"":""New York (N.Y.)""}]","[{""uri"": ""http:\/\/id.loc.gov\/authorities\/genreForms\/gf2017027249"",""label"": ""Photographs""}]","[""Fifth Avenue (New York, N.Y.)--Photographs"",""New York (N.Y.)--Buildings, structures, etc.--Photographs"",""New York (N.Y.)--Photographs""]",,"[{""uri"":""http://www.wikidata.org/entity/Q3381576"",""label"":""black-and-white photography""},{""uri"":""http://www.wikidata.org/entity/Q60"",""label"":""New York City""}]","{""lat"":""40.753145"",""lng"":""-73.9803044"",""city"":""New York"",""state"":""New York"",""value"":""West 42nd Street & 5th Avenue, East 42nd Street, Midtown, Manhattan Community Board 5, Manhattan, New York County, New York, 10017, United States"",""county"":""New York County"",""osm_id"":""3679412804"",""country"":""United States"",""category"":""highway"",""locality"":"""",""osm_type"":""node"",""postcode"":""10017"",""country_code"":""us"",""display_name"":""West 42nd Street & 5th Avenue, East 42nd Street, Midtown, Manhattan Community Board 5, Manhattan, New York County, New York, 10017, United States"",""neighbourhood"":""Manhattan"",""state_district"":""""}",http://dcmny.org/islandora/object/photosnycbeyond%3A19254/datastream/OBJ/view,,,,,
35305d38-4208-4554-af25-6c140e7c6140,,17,Photograph,"Albany: boats on the Hudson River (the Jacob H. Tremper and the Fort Grange), July 1926.","New York photographer and local historian born in Baden-Baden, Germany; emigrated to the United States 1882 and lived in Brooklyn, New York. Armbruster photographed historic houses, churches, streetscapes, and buildings throughout New York City, and some of the images he created served to illustrate pamphlets he wrote on the local history of the area.  Digitzed by New-York Historical Society.",,"[{""name_uri"":""http://id.loc.gov/authorities/names/no91025485"",""role_uri"":""http://id.loc.gov/vocabulary/relators/pht"",""agent_type"":""personal"",""name_label"":""Armbruster, Eugene L., 1865-1943"",""role_label"":""Photographer""}]",,1926-01-01,,,,,,English,"New-York Historical Society, 170 Central Park West, New York, NY 10024, 212-873-3400.",nyhs_PR081_b-02_f-12_3204-01.jpg,This digital image may be used for educational or scholarly purposes without restriction. Commercial and other uses of the item are prohibited without prior written permission from the New-York Historical Society. Please visit the New-York Historical Society's Rights and Reproductions Department web page at http://www.nyhistory.org/about/rights-reproductions for more information.,In Copyright - Educational Use Permitted,"[{""uri"":""http://id.loc.gov/authorities/subjects/sh85127732"",""label"":""Steamboats""}]",,"[{""uri"":""http://id.loc.gov/authorities/names/n83156379"",""label"":""Albany (N.Y.)""},{""uri"":""http://id.loc.gov/authorities/subjects/sh85062785"",""label"":""Hudson River (N.Y. and N.J.)""}]","[{""uri"": ""http:\/\/id.loc.gov\/authorities\/genreForms\/gf2017027249"",""label"": ""Photographs""}]",,,"[{""uri"":""http://www.wikidata.org/entity/Q178193"",""label"":""steamboat""},{""uri"":""http://www.wikidata.org/entity/Q3381576"",""label"":""black-and-white photography""}]","{""lat"":""43.9528609"",""lng"":""-74.0673821"",""city"":"""",""state"":""New York"",""value"":""Hudson River, Essex County, New York, United States"",""county"":""Essex County"",""osm_id"":""313192301"",""country"":""United States"",""category"":""waterway"",""locality"":"""",""osm_type"":""way"",""postcode"":"""",""country_code"":""us"",""display_name"":""Hudson River, Essex County, New York, United States"",""neighbourhood"":"""",""state_district"":""""}",http://dcmny.org/islandora/object/photosnycbeyond%3A27045/datastream/OBJ/view,,,,,
17355bdb-d784-4037-96fe-5c160296e639,,17,Photograph,"Laddie the dog running in the garden, Bronx, N.Y., undated [c. 1910-1918?]","George Ehler Stonebridge (d. 1941) was an amateur photographer who lived and worked in the Bronx, New York. He left little record of himself, but an invaluable one of his surroundings and interests. Stonebridge lived at several locations in the Bronx with his wife Bella, and their three children Grace, George, and William. He worked at the Northern Gaslight Company, although the position he held is unknown. In addition to taking photographs, Stonebridge wrote poetry and prose about his love of the Bronx, his children, and in honor of military victories. Some of Stonebridge's photographs appeared in local papers. In 1898, he was an authorized reporter and photographer for the North Side News; in 1905 he was an authorized reporter for the Bronx Borough Record and Times, and probably took photographs for that paper as well. Stonebridge was fascinated with the subject of military preparedness. Training rituals and staged battles were one of his favorite photographic subjects. His 1898 poem, ""Remember the Maine,"" celebrates the United States' victory in the Spanish-American War. He was especially proud of soldiers from the Bronx, and photographed historical tablets throughout the Borough commemorating previous military victories. Stonebridge also used his photographs to illustrate lectures. In 1907, he gave several lectures on ""The Training of War,"" using colored lantern slides.",,"[{""name_uri"":"""",""role_uri"":""http://id.loc.gov/vocabulary/relators/pht"",""agent_type"":""personal"",""name_label"":""Stonebridge, George Ehler"",""role_label"":""Photographer""}]",,1910-01-01,,,,,,English,"New-York Historical Society, 170 Central Park West, New York, NY 10024, 212-873-3400.",nyhs_PR066_6136,"This digital image may be used for educational or scholarly purposes without restriction. Commercial and other uses of the item are prohibited without prior written permission from the New-York Historical Society. For more information, please visit the New-York Historical Society's Rights and Reproductions Department web page at http://www.nyhistory.org/about/rights-reproductions",In Copyright - Educational Use Permitted,"[{""uri"":""http://id.loc.gov/authorities/subjects/sh85038796"",""label"":""Dogs""}]",,"[{""uri"": ""http:\/\/id.loc.gov\/authorities\/names\/n81059724"",""label"": ""Bronx (New York, N.Y.)""},{""uri"": ""http:\/\/id.loc.gov\/authorities\/names\/n79007751"",""label"": ""New York (N.Y.)""}]","[{""uri"": ""http:\/\/id.loc.gov\/authorities\/genreForms\/gf2017027249"",""label"": ""Photographs""}]","[""Dogs--Photographs"",""Bronx (New York, N.Y.)--Photographs"",""New York (N.Y.)--Photographs""]",,"[{""uri"":""http://www.wikidata.org/entity/Q3381576"",""label"":""black-and-white photography""},{""uri"":""http://www.wikidata.org/entity/Q60"",""label"":""New York City""}]","{""lat"":""40.8466508"",""lng"":""-73.8785937"",""city"":""New York"",""state"":""New York"",""value"":""The Bronx, Bronx County, New York, United States"",""county"":"""",""osm_id"":""9691916"",""country"":""United States"",""category"":""boundary"",""locality"":"""",""osm_type"":""relation"",""postcode"":"""",""country_code"":""us"",""display_name"":""The Bronx, Bronx County, New York, United States"",""neighbourhood"":""Bronx County"",""state_district"":""""}",http://dcmny.org/islandora/object/photosnycbeyond%3A45419/datastream/OBJ/view,,,,,
db1c7c8c-0626-4555-9046-a2f532199980,,17,Photograph,"Stand of trees, Bronx Park, Bronx, N.Y., 1902","George Ehler Stonebridge (d. 1941) was an amateur photographer who lived and worked in the Bronx, New York. He left little record of himself, but an invaluable one of his surroundings and interests. Stonebridge lived at several locations in the Bronx with his wife Bella, and their three children Grace, George, and William. He worked at the Northern Gaslight Company, although the position he held is unknown. In addition to taking photographs, Stonebridge wrote poetry and prose about his love of the Bronx, his children, and in honor of military victories. Some of Stonebridge's photographs appeared in local papers. In 1898, he was an authorized reporter and photographer for the North Side News; in 1905 he was an authorized reporter for the Bronx Borough Record and Times, and probably took photographs for that paper as well. Stonebridge was fascinated with the subject of military preparedness. Training rituals and staged battles were one of his favorite photographic subjects. His 1898 poem, ""Remember the Maine,"" celebrates the United States' victory in the Spanish-American War. He was especially proud of soldiers from the Bronx, and photographed historical tablets throughout the Borough commemorating previous military victories. Stonebridge also used his photographs to illustrate lectures. In 1907, he gave several lectures on ""The Training of War,"" using colored lantern slides.",,"[{ ""name_uri"": """",""role_uri"": ""http:\/\/id.loc.gov\/vocabulary\/relators\/cre"",""agent_type"": ""personal"",""name_label"": ""Stonebridge, George Ehler"",""role_label"": ""Creator""}]",,1902-01-01,,,,,,English,"New-York Historical Society, 170 Central Park West, New York, NY 10024, 212-873-3400.",nyhs_PR066_043,"This digital image may be used for educational or scholarly purposes without restriction. Commercial and other uses of the item are prohibited without prior written permission from the New-York Historical Society. For more information, please visit the New-York Historical Society's Rights and Reproductions Department web page at http://www.nyhistory.org/about/rights-reproductions",In Copyright - Educational Use Permitted,,,"[{""uri"": ""http:\/\/id.loc.gov\/authorities\/names\/n81059724"",""label"": ""Bronx (New York, N.Y.)""},{""uri"": ""http:\/\/id.loc.gov\/authorities\/names\/n79007751"",""label"": ""New York (N.Y.)""}]","[{""uri"": ""http:\/\/id.loc.gov\/authorities\/genreForms\/gf2017027249"",""label"": ""Photographs""}]","[""Bronx (New York, N.Y.)--Photographs"",""New York (N.Y.)--Photographs""]",,"[{""uri"":""http://www.wikidata.org/entity/Q3381576"",""label"":""black-and-white photography""},{""uri"":""http://www.wikidata.org/entity/Q60"",""label"":""New York City""}]","{""lat"":""40.8466508"",""lng"":""-73.8785937"",""city"":""New York"",""state"":""New York"",""value"":""The Bronx, Bronx County, New York, United States"",""county"":"""",""osm_id"":""9691916"",""country"":""United States"",""category"":""boundary"",""locality"":"""",""osm_type"":""relation"",""postcode"":"""",""country_code"":""us"",""display_name"":""The Bronx, Bronx County, New York, United States"",""neighbourhood"":""Bronx County"",""state_district"":""""}",http://dcmny.org/islandora/object/photosnycbeyond%3A40057/datastream/OBJ/view,,,,,
929fd6bc-35fe-45d4-b328-8b4da134d33a,,17,Photograph,"Flowering trees, New York Zoological Gardens [the Bronx Zoo], Bronx, N.Y., 1899.","George Ehler Stonebridge (d. 1941) was an amateur photographer who lived and worked in the Bronx, New York. He left little record of himself, but an invaluable one of his surroundings and interests. Stonebridge lived at several locations in the Bronx with his wife Bella, and their three children Grace, George, and William. He worked at the Northern Gaslight Company, although the position he held is unknown. In addition to taking photographs, Stonebridge wrote poetry and prose about his love of the Bronx, his children, and in honor of military victories. Some of Stonebridge's photographs appeared in local papers. In 1898, he was an authorized reporter and photographer for the North Side News; in 1905 he was an authorized reporter for the Bronx Borough Record and Times, and probably took photographs for that paper as well. Stonebridge was fascinated with the subject of military preparedness. Training rituals and staged battles were one of his favorite photographic subjects. His 1898 poem, ""Remember the Maine,"" celebrates the United States' victory in the Spanish-American War. He was especially proud of soldiers from the Bronx, and photographed historical tablets throughout the Borough commemorating previous military victories. Stonebridge also used his photographs to illustrate lectures. In 1907, he gave several lectures on ""The Training of War,"" using colored lantern slides.",,"[{ ""name_uri"": """",""role_uri"": ""http:\/\/id.loc.gov\/vocabulary\/relators\/cre"",""agent_type"": ""personal"",""name_label"": ""Stonebridge, George Ehler"",""role_label"": ""Creator""}]",,1899-01-01,,,,,,English,"New-York Historical Society, 170 Central Park West, New York, NY 10024, 212-873-3400.",nyhs_PR066_1230,"This digital image may be used for educational or scholarly purposes without restriction. Commercial and other uses of the item are prohibited without prior written permission from the New-York Historical Society. For more information, please visit the New-York Historical Society's Rights and Reproductions Department web page at http://www.nyhistory.org/about/rights-reproductions",,,,"[{""uri"": ""http:\/\/id.loc.gov\/authorities\/names\/n81059724"",""label"": ""Bronx (New York, N.Y.)""},{""uri"": ""http:\/\/id.loc.gov\/authorities\/names\/n79007751"",""label"": ""New York (N.Y.)""}]","[{""uri"": ""http:\/\/id.loc.gov\/authorities\/genreForms\/gf2017027249"",""label"": ""Photographs""}]","[""Bronx (New York, N.Y.)--Photographs"",""New York (N.Y.)--Photographs""]",,"[{""uri"":""http://www.wikidata.org/entity/Q3381576"",""label"":""black-and-white photography""},{""uri"":""http://www.wikidata.org/entity/Q60"",""label"":""New York City""}]","{""lat"":""40.8466508"",""lng"":""-73.8785937"",""city"":""New York"",""state"":""New York"",""value"":""The Bronx, Bronx County, New York, United States"",""county"":"""",""osm_id"":""9691916"",""country"":""United States"",""category"":""boundary"",""locality"":"""",""osm_type"":""relation"",""postcode"":"""",""country_code"":""us"",""display_name"":""The Bronx, Bronx County, New York, United States"",""neighbourhood"":""Bronx County"",""state_district"":""""}",http://dcmny.org/islandora/object/photosnycbeyond%3A41011/datastream/OBJ/view,,,,,
11aa2644-b4ec-11eb-81a8-b74746cb79fe,,,CreativeWorkSeries,Agnes Meyerhof Bookplate,"Pictorial bookplate, inscribed: ""Ex Libris \ Agnes Meyerhof."" Depicts a toucan perched upon a book, holding a paintbrush in its beak. Printed with orange, yellow, and black ink. ",,"[{""name_uri"":"""",""role_uri"":""http://id.loc.gov/vocabulary/relators/art"",""agent_type"":""personal"",""name_label"":""Meyerhof, Agnes"",""role_label"":""Artist""},{""name_uri"":"""",""role_uri"":""http://id.loc.gov/vocabulary/relators/col"",""agent_type"":""personal"",""name_label"":""Messenger, Maria, , 1849-1937"",""role_label"":""Collector""}]",,,,,,,,English,The Grolier Club,BoxM-Mo_105,,Copyright Undetermined,"[{""uri"":""http://id.loc.gov/authorities/subjects/sh85015688"",""label"":""Women's bookplates""},{""uri"":""http://id.loc.gov/authorities/subjects/sh85147448"",""label"":""Women book collectors""},{""uri"":""http://id.loc.gov/authorities/subjects/sh85147447"",""label"":""Women artists""},{""uri"":""http://id.loc.gov/authorities/subjects/sh85015760"",""label"":""Books in art""},{""uri"":""http://id.loc.gov/authorities/subjects/sh85014342"",""label"":""Birds in art""},{""uri"":""http://id.loc.gov/authorities/subjects/sh85136233"",""label"":""Toucans""},{""uri"":""http://id.loc.gov/authorities/subjects/sh97000104"",""label"":""Painting in art""}]",,,,,"[{""uri"":""http://vocab.getty.edu/aat/300028731"",""label"":""bookplates""}]",,"{""lat"":""51.0834196"",""lng"":""10.4234469"",""city"":"""",""state"":"""",""value"":""Germany"",""county"":"""",""osm_id"":""51477"",""country"":""Germany"",""category"":""boundary"",""locality"":"""",""osm_type"":""relation"",""postcode"":"""",""country_code"":""de"",""display_name"":""Germany"",""neighbourhood"":"""",""state_district"":""""}",,,,,,
22cea396-b4ec-11eb-8b96-9fa490fdda0b,23,,Photograph,Bookplate,"Pictorial bookplate, inscribed: ""Ex Libris \ Agnes Meyerhof."" Depicts a toucan perched upon a book, holding a paintbrush in its beak. Printed with orange, yellow, and black ink. ",,"[{""name_uri"":"""",""role_uri"":""http://id.loc.gov/vocabulary/relators/art"",""agent_type"":""personal"",""name_label"":""Meyerhof, Agnes"",""role_label"":""Artist""},{""name_uri"":"""",""role_uri"":""http://id.loc.gov/vocabulary/relators/col"",""agent_type"":""personal"",""name_label"":""Messenger, Maria, , 1849-1937"",""role_label"":""Collector""}]",,,,,,,,English,The Grolier Club,BoxM-Mo_106,,Copyright Undetermined,"[{""uri"":""http://id.loc.gov/authorities/subjects/sh85015688"",""label"":""Women's bookplates""},{""uri"":""http://id.loc.gov/authorities/subjects/sh85147448"",""label"":""Women book collectors""},{""uri"":""http://id.loc.gov/authorities/subjects/sh85147447"",""label"":""Women artists""},{""uri"":""http://id.loc.gov/authorities/subjects/sh85015760"",""label"":""Books in art""},{""uri"":""http://id.loc.gov/authorities/subjects/sh85014342"",""label"":""Birds in art""},{""uri"":""http://id.loc.gov/authorities/subjects/sh85136233"",""label"":""Toucans""},{""uri"":""http://id.loc.gov/authorities/subjects/sh97000104"",""label"":""Painting in art""}]",,,,,"[{""uri"":""http://vocab.getty.edu/aat/300028731"",""label"":""bookplates""}]",,,http://dcmny.org/islandora/object/gc%3A6112/datastream/OBJ/view,,,,,
344aade0-b4ec-11eb-a4f2-5b497b743170,23,,Photograph,Bookplate with mount,"Inscription on mount: ""Meyerhof, Agnes \ Frankfurt - a/M. \ Inv el-lith \ Painter."" Inscription on verso: ""Agnes Meyerhof \ Frankfurt a/M \ inv. [at?] lith. \ [maker in?]"".",,"[{""name_uri"":"""",""role_uri"":""http://id.loc.gov/vocabulary/relators/art"",""agent_type"":""personal"",""name_label"":""Meyerhof, Agnes"",""role_label"":""Artist""},{""name_uri"":"""",""role_uri"":""http://id.loc.gov/vocabulary/relators/col"",""agent_type"":""personal"",""name_label"":""Messenger, Maria, , 1849-1937"",""role_label"":""Collector""}]",,,,,,,,English,The Grolier Club,BoxM-Mo_107,,Copyright Undetermined,"[{""uri"":""http://id.loc.gov/authorities/subjects/sh85015688"",""label"":""Women's bookplates""},{""uri"":""http://id.loc.gov/authorities/subjects/sh85147448"",""label"":""Women book collectors""},{""uri"":""http://id.loc.gov/authorities/subjects/sh85147447"",""label"":""Women artists""},{""uri"":""http://id.loc.gov/authorities/subjects/sh85015760"",""label"":""Books in art""},{""uri"":""http://id.loc.gov/authorities/subjects/sh85014342"",""label"":""Birds in art""},{""uri"":""http://id.loc.gov/authorities/subjects/sh85136233"",""label"":""Toucans""},{""uri"":""http://id.loc.gov/authorities/subjects/sh97000104"",""label"":""Painting in art""}]",,,,,"[{""uri"":""http://vocab.getty.edu/aat/300028731"",""label"":""bookplates""},{""uri"":""http://vocab.getty.edu/aat/300208775"",""label"":""pastedowns""}]",,,http://dcmny.org/islandora/object/gc%3A6113/datastream/OBJ/view,,,,,
